id,name,year,artist_id,category_id
22653,Joshua,1309,125,41
22654,Rebecca,1388,617,16
22655,Diana,1941,4851,134
22656,Jennifer,1571,3223,4
22657,Amy,1909,3267,62
22658,Ronald,1053,1390,71
22659,Edward,1909,2001,79
22660,Debra,1626,3568,38
22661,James,1814,3698,61
22662,Rachel,1213,4744,48
22663,Robert,1224,1782,58
22664,Angela,1874,1542,109
22665,Nathan,1708,4175,41
22666,Jonathan,1831,1125,82
22667,Diane,1665,2195,89
22668,Laurie,1656,828,96
22669,Shawn,1645,3108,69
22670,Veronica,850,3784,70
22671,William,1151,4897,35
22672,Cindy,1171,76,141
22673,Leslie,777,2461,104
22674,Robert,1155,469,21
22675,Jeffery,1544,4805,47
22676,Tracie,942,1586,15
22677,Ryan,893,244,78
22678,Christopher,972,2803,27
22679,Adam,1828,4482,7
22680,Jason,1376,539,139
22681,Jessica,1828,4195,56
22682,Tina,804,2154,51
22683,John,1369,1163,121
22684,Tonya,1022,2335,65
22685,John,1122,2366,78
22686,Christina,875,3303,55
22687,Robert,1634,3123,103
22688,John,1870,4599,2
22689,Joshua,1851,3148,106
22690,Laurie,1866,2100,87
22691,Eric,1135,3005,119
22692,Ivan,1213,1268,28
22693,Brandon,1315,1834,49
22694,Andrew,1332,935,51
22695,Steven,1429,4025,24
22696,Summer,1789,4262,125
22697,Kevin,1730,3395,1
22698,Brian,896,2296,59
22699,Margaret,1526,1283,114
22700,Reginald,1280,3337,108
22701,Theresa,859,3983,84
22702,Joseph,1105,3574,142
22703,Molly,1792,2913,45
22704,Christina,952,1024,88
22705,Amber,1068,2186,66
22706,Jennifer,1845,837,79
22707,Jane,1813,2023,23
22708,Adam,1036,3155,60
22709,Heather,1076,2465,8
22710,Edward,1752,4247,2
22711,William,1180,1525,35
22712,Kenneth,1706,4893,39
22713,Nicholas,1459,1188,103
22714,Suzanne,1624,169,77
22715,Kenneth,1642,3478,128
22716,Brian,1042,815,62
22717,Cheryl,808,2242,140
22718,David,1509,547,29
22719,Janet,798,1809,46
22720,Dustin,904,1799,92
22721,Natalie,1195,1192,13
22722,Gary,1145,2793,89
22723,Anna,1546,1400,124
22724,Melissa,977,4524,112
22725,Daniel,1311,368,36
22726,Bryan,1157,3416,125
22727,Phillip,1468,1849,58
22728,Rachel,819,1406,52
22729,Melissa,1131,922,58
22730,Patricia,1789,3783,1
22731,John,1959,902,66
22732,William,787,868,104
22733,Gregory,1456,4755,83
22734,Ronnie,893,539,98
22735,Dana,1990,4780,88
22736,Lisa,1954,1187,1
22737,Karen,1948,768,20
22738,Joshua,1922,3289,56
22739,Madison,1438,3051,122
22740,Michael,835,2821,1
22741,Brenda,1407,578,58
22742,Mary,1940,3539,66
22743,Amy,1446,3443,44
22744,Vanessa,1272,1125,80
22745,Derek,1454,3643,100
22746,Donna,1825,2480,18
22747,Daniel,948,2501,93
22748,Cody,1495,3090,104
22749,Manuel,921,785,63
22750,Suzanne,904,327,27
22751,Amy,1566,607,14
22752,Donald,1893,677,26
22753,Debbie,1430,62,11
22754,Laura,851,1887,73
22755,Michael,1432,3158,46
22756,Renee,884,4163,71
22757,Brandon,1021,458,14
22758,Paul,1302,286,65
22759,Sarah,1928,4489,126
22760,Nicole,863,2939,66
22761,Brian,1292,1907,81
22762,Douglas,1776,1263,88
22763,Ashley,1728,472,115
22764,Steven,1265,463,75
22765,Michael,1703,4985,129
22766,Gina,1876,1635,137
22767,Charles,1436,4692,133
22768,Donald,1745,4784,106
22769,Kirk,1256,1888,78
22770,Daniel,1523,1673,124
22771,James,809,1708,1
22772,Stephanie,1928,4465,23
22773,Ronnie,1636,4869,121
22774,Samantha,2010,919,15
22775,Donald,1905,188,9
22776,Matthew,1436,3953,2
22777,Dillon,1357,824,71
22778,Aaron,1381,3972,119
22779,Monica,804,658,113
22780,Sara,1382,2690,47
22781,Cynthia,1889,4490,18
22782,Mary,1925,3985,95
22783,Jasmine,1690,3479,3
22784,Audrey,1654,1848,121
22785,Robert,1363,103,108
22786,James,1671,4232,131
22787,Mark,1034,2311,140
22788,David,1208,149,96
22789,James,1278,4501,32
22790,Joe,1740,1846,140
22791,Brian,1256,3699,22
22792,Andrew,1926,169,126
22793,Jennifer,1098,397,101
22794,Laurie,1294,4826,22
22795,Amy,782,3845,114
22796,Amber,1128,1126,32
22797,Jacob,1109,632,100
22798,Frances,804,3617,12
22799,Heather,1146,3599,36
22800,David,1280,1542,39
22801,Tina,1000,2036,58
22802,Stephanie,1966,1163,42
22803,Steven,1203,2789,44
22804,Rebecca,1332,2243,140
22805,Jonathan,1064,2977,64
22806,Robert,1433,933,134
22807,Raymond,1149,3271,27
22808,Jeremy,1348,3853,25
22809,Frank,831,1940,53
22810,Lisa,1657,2766,122
22811,Heather,1388,1147,47
22812,Charles,1240,3160,90
22813,Craig,1593,3898,32
22814,Larry,1308,4114,34
22815,Luke,795,3746,67
22816,Dominique,1447,4615,72
22817,Laura,1558,3682,11
22818,Tyler,1937,948,7
22819,Brandon,1635,3726,5
22820,Christina,1655,3392,29
22821,Summer,1407,2214,65
22822,Sandra,1511,578,39
22823,Robert,1616,1488,60
22824,Eric,1660,671,136
22825,Jessica,1134,1187,117
22826,Megan,861,4799,79
22827,Arthur,958,1493,28
22828,Jacqueline,766,3671,34
22829,Christopher,863,3784,0
22830,Aaron,1595,1525,58
22831,Thomas,1855,413,16
22832,Larry,1854,1949,54
22833,Lisa,970,4689,28
22834,Ethan,1460,2788,35
22835,Ashley,1667,3707,92
22836,Shannon,1778,2560,49
22837,Tyler,1363,1763,90
22838,Jennifer,1188,412,27
22839,Ryan,1129,4782,34
22840,Victoria,1100,1933,47
22841,Christopher,946,437,115
22842,Angela,1299,4787,122
22843,Caleb,1602,3200,88
22844,Lisa,1399,2298,68
22845,Michelle,1889,727,35
22846,Kathy,1844,3371,68
22847,Thomas,1524,3522,54
22848,Janet,1510,1192,93
22849,Robert,1234,275,85
22850,Glenn,839,657,116
22851,Raymond,1571,4088,3
22852,Douglas,1374,650,18
22853,Chelsea,1863,4253,137
22854,Melissa,1532,3552,102
22855,William,1649,38,106
22856,Jennifer,864,4318,68
22857,Connor,1864,2218,45
22858,John,894,3965,144
22859,Lori,1660,2136,136
22860,Julie,1468,1234,65
22861,Michael,903,2226,16
22862,Robin,1323,3300,142
22863,Teresa,1222,1566,63
22864,Ricardo,1969,1648,69
22865,Jasmin,928,790,79
22866,John,1961,1584,67
22867,Laurie,1524,3112,124
22868,Kimberly,910,3382,29
22869,Michael,1013,866,41
22870,Jonathan,1900,1619,121
22871,David,1535,1284,141
22872,Samuel,1632,4864,117
22873,Charles,1871,976,25
22874,Veronica,1480,4191,64
22875,David,1074,1809,56
22876,Julie,1079,2021,73
22877,Eric,1985,4414,0
22878,Shelby,1916,3538,101
22879,Cynthia,889,271,80
22880,Katherine,1983,1749,69
22881,Robert,1043,1074,92
22882,Sharon,1297,2223,16
22883,Bill,1210,83,98
22884,Adam,1755,15,58
22885,Allen,1839,3057,82
22886,Nicholas,2002,3944,132
22887,Steven,1519,993,41
22888,Kyle,1659,1670,7
22889,Dana,1313,1904,84
22890,Kelly,1085,1875,143
22891,Ebony,1509,797,72
22892,Amy,932,1210,44
22893,James,869,4413,79
22894,Michael,1063,3793,84
22895,Christy,1946,1430,34
22896,Shannon,1297,467,113
22897,Brian,1265,2620,28
22898,David,932,4997,20
22899,Todd,1553,1568,54
22900,Jessica,1813,4737,55
22901,Justin,836,4038,13
22902,Donna,1078,2093,131
22903,William,970,4254,134
22904,Kathleen,1571,4660,104
22905,Lisa,1574,211,108
22906,Krista,1466,4819,116
22907,Shelly,1301,3202,9
22908,Travis,1069,2612,55
22909,Janet,973,818,116
22910,George,1813,93,129
22911,Shelly,1103,4834,28
22912,Sandra,1048,2176,128
22913,Alexis,1288,3072,70
22914,Anthony,1540,2921,137
22915,Christopher,2014,4575,52
22916,Joshua,915,2477,142
22917,Leslie,1766,563,112
22918,Christine,1786,534,100
22919,Kayla,1561,2856,86
22920,Leah,1061,416,45
22921,Leslie,1730,3090,34
22922,Ashley,1339,1398,140
22923,Mark,1003,4727,45
22924,Jessica,1475,4931,36
22925,Karen,1568,69,126
22926,Alexandria,1882,4811,112
22927,Leah,1156,3450,112
22928,Nicholas,1669,170,62
22929,Linda,1166,2067,92
22930,Amy,1928,4519,8
22931,Ian,1389,4864,13
22932,Austin,1226,3343,120
22933,Barbara,1962,4572,31
22934,Michael,993,869,4
22935,John,1132,3790,47
22936,Jimmy,920,1973,65
22937,Amy,1826,928,65
22938,Mary,1696,1634,105
22939,Michael,1224,1735,17
22940,Jessica,1068,799,65
22941,Anna,1915,94,21
22942,Alexandra,770,128,127
22943,Sylvia,1687,1798,4
22944,Philip,1759,1084,49
22945,Jeffrey,1083,1590,51
22946,Nathan,1652,4909,21
22947,Pamela,1618,197,43
22948,Wendy,964,3374,134
22949,Donna,1324,487,47
22950,Lauren,970,1731,86
22951,James,1998,2918,61
22952,Zachary,1467,3594,136
22953,Lindsey,1248,4613,81
22954,Dennis,1700,186,35
22955,Beth,2011,3894,19
22956,Victor,785,3527,36
22957,Hector,789,2717,49
22958,Dylan,947,3900,104
22959,Tyler,1459,1921,80
22960,Michelle,1029,4702,118
22961,Shannon,1948,873,51
22962,Francisco,1326,2974,20
22963,Melanie,956,4274,120
22964,Alyssa,1872,4593,62
22965,Shawna,1911,2526,114
22966,Daniel,809,685,7
22967,Henry,969,1179,49
22968,Joseph,865,1925,55
22969,Amanda,1989,1395,38
22970,Betty,1402,2521,59
22971,Derrick,1129,2180,118
22972,Jason,1783,2533,124
22973,Sandra,1022,2332,19
22974,Monique,1532,1841,69
22975,Christine,1891,228,33
22976,Tracy,878,4380,28
22977,Lisa,860,4163,50
22978,Christopher,1486,934,105
22979,Daniel,1933,4050,10
22980,Richard,1297,304,87
22981,Melinda,937,2729,64
22982,Samantha,1400,2690,6
22983,Jennifer,933,4564,21
22984,Jason,1258,3954,139
22985,Nicole,1406,2557,116
22986,Ashley,1276,595,43
22987,Brian,1447,3187,144
22988,Gwendolyn,1218,784,89
22989,Ethan,1700,2683,101
22990,James,1433,2074,47
22991,Anna,1974,2471,43
22992,Michael,1828,2303,90
22993,Jesse,1489,3378,73
22994,Michael,1163,4945,106
22995,Marcus,827,2495,62
22996,Cynthia,1530,3806,77
22997,Michael,2022,78,93
22998,Jose,1429,968,92
22999,Suzanne,1575,2835,51
23000,Elizabeth,1996,1764,18
23001,Andrea,1009,3692,77
23002,Darlene,1582,2175,63
23003,Melissa,1231,2609,37
23004,Brett,1379,3322,17
23005,Jessica,1547,1904,18
23006,Holly,1987,1663,61
23007,Charles,1834,611,120
23008,Mike,1632,747,51
23009,David,1180,4916,62
23010,Michael,1174,3131,41
23011,Steve,1601,2965,129
23012,Michele,935,3641,99
23013,Kenneth,929,3224,23
23014,Chelsea,1710,909,22
23015,Nicole,1370,4846,29
23016,Cindy,1786,4512,95
23017,Frank,1888,1713,29
23018,Alexandra,1086,2561,53
23019,Christopher,1305,1185,82
23020,Gregory,1344,2024,139
23021,Sara,955,4380,18
23022,Lori,1291,4184,4
23023,Lisa,820,3167,23
23024,Michelle,993,4605,83
23025,Madeline,1049,136,14
23026,Jessica,1006,3020,61
23027,Arthur,790,3268,142
23028,James,1521,4602,34
23029,Courtney,1297,2636,135
23030,Aaron,1936,1547,56
23031,Nicole,1105,3808,105
23032,Gregory,1723,3864,112
23033,Kimberly,1242,3562,54
23034,Anthony,1426,4621,129
23035,Richard,1765,316,78
23036,Virginia,1472,2681,26
23037,Kelly,1648,3446,82
23038,Mary,1886,2271,2
23039,Thomas,1017,1515,137
23040,Karina,1354,2704,4
23041,Angela,1337,3416,25
23042,Rebecca,1672,2379,22
23043,Andrea,836,2121,31
23044,Jeffrey,809,3001,22
23045,Jennifer,787,966,126
23046,Anita,1574,138,110
23047,George,1632,2228,72
23048,James,1333,1038,80
23049,Daniel,1303,4563,133
23050,Brenda,1730,4066,105
23051,Bradley,1161,1862,34
23052,Brenda,995,1362,108
23053,Kaitlyn,973,349,104
23054,Sarah,1160,3307,4
23055,Adam,837,3782,57
23056,Timothy,1916,667,96
23057,William,1751,2793,90
23058,Bianca,1317,4400,43
23059,Leonard,1787,4910,32
23060,Cassandra,833,2637,15
23061,Kimberly,1336,1681,98
23062,Mary,1438,1790,27
23063,Amanda,1656,3095,85
23064,Michelle,2018,372,77
23065,Wendy,1356,747,39
23066,Jessica,1053,4326,53
23067,Lisa,1113,2512,57
23068,Mark,824,3922,96
23069,Alison,1330,1650,12
23070,Jennifer,1690,2271,114
23071,Bruce,1691,4343,49
23072,Michael,1607,1118,97
23073,Dylan,802,1546,111
23074,Michele,1952,495,46
23075,Katherine,1201,2350,61
23076,Phillip,1625,1582,112
23077,Cassandra,1086,846,62
23078,Clinton,779,4040,38
23079,Angelica,1600,698,65
23080,Lisa,1212,3528,110
23081,Austin,1435,1043,50
23082,Alicia,1596,738,134
23083,Robert,1845,1437,140
23084,Jennifer,942,4549,45
23085,Tara,1682,3873,10
23086,Jennifer,1276,4417,143
23087,Jacob,1428,4512,24
23088,Thomas,1289,1974,10
23089,Rachel,1636,4972,28
23090,Christian,1303,765,47
23091,Brian,1827,1481,82
23092,Zachary,1972,3509,17
23093,Lonnie,798,3993,33
23094,Sandra,848,362,120
23095,William,771,3492,90
23096,Joshua,1620,3328,11
23097,Kristin,1693,523,134
23098,Lori,1850,4321,111
23099,Amy,1188,3485,144
23100,Emily,946,3800,36
23101,Edward,1100,169,43
23102,Kenneth,765,4991,131
23103,Chad,1466,985,143
23104,Kyle,1260,2424,68
23105,Monica,966,3990,46
23106,Elizabeth,1368,1837,32
23107,Edward,1605,4962,70
23108,Michael,1195,2393,18
23109,Christopher,1834,4931,57
23110,Austin,1615,4784,112
23111,Ronald,887,3024,13
23112,Sharon,784,4088,0
23113,Jennifer,1847,3732,20
23114,Krystal,1423,1073,54
23115,Rebecca,1587,4445,45
23116,Kathleen,908,4148,55
23117,Sarah,772,3610,112
23118,Amy,1365,2361,35
23119,Anthony,1697,1289,115
23120,Crystal,1250,520,133
23121,Eric,1149,4892,45
23122,Susan,1417,4234,74
23123,Andrew,1007,3181,28
23124,Tony,882,1017,85
23125,Stuart,900,1683,77
23126,Jennifer,1223,924,30
23127,Gloria,1374,3200,57
23128,Kelsey,1348,2308,111
23129,James,1310,425,82
23130,Brandon,1935,1327,138
23131,Debra,1858,2247,41
23132,Bryan,1777,313,135
23133,Darin,1911,2559,57
23134,Vincent,1116,249,88
23135,Michael,1190,3791,65
23136,James,1972,3717,27
23137,Amanda,1225,2365,9
23138,Daniel,1716,1636,139
23139,Eric,1512,526,30
23140,Danielle,1814,326,117
23141,Richard,1894,1694,49
23142,Robert,1542,2571,36
23143,Daniel,1421,2999,62
23144,Ashley,1058,923,121
23145,Jonathan,1957,4757,33
23146,Kristen,1212,1621,12
23147,Tammy,1587,1306,78
23148,Carlos,1324,4669,55
23149,Ann,1068,3576,47
23150,Alexander,1079,1050,44
23151,Chase,1578,975,33
23152,Madison,824,4707,30
23153,John,1403,3161,33
23154,Luis,1687,3288,83
23155,Michelle,1545,4765,129
23156,Linda,1186,2651,1
23157,Robert,1462,2908,130
23158,Caleb,1868,434,38
23159,Jordan,1781,2183,70
23160,Raymond,1620,3382,129
23161,Grace,1272,1915,104
23162,Stephanie,945,4493,133
23163,Patricia,1007,4735,139
23164,Kevin,1517,2525,41
23165,Jose,966,910,25
23166,Jessica,1574,2586,80
23167,Steven,1144,227,51
23168,Karen,1919,517,100
23169,Pamela,927,150,90
23170,Vanessa,1862,2123,61
23171,Raymond,1814,3518,41
23172,Jennifer,872,4846,31
23173,Heather,1264,4896,10
23174,Michelle,1856,2754,30
23175,Andrew,1908,462,89
23176,David,1953,1860,100
23177,Daniel,1439,3521,40
23178,Tyler,1852,2399,138
23179,Todd,1561,866,54
23180,Anthony,2008,3512,107
23181,Tammy,1654,3786,42
23182,Anthony,1783,2197,50
23183,Jamie,1166,4209,64
23184,Carrie,1618,891,118
23185,Kim,877,3545,6
23186,Amanda,1523,1346,0
23187,Troy,871,3115,137
23188,Andrea,1402,1533,23
23189,Melissa,1963,4993,79
23190,Samantha,1521,665,2
23191,Jessica,1390,149,74
23192,Christopher,1962,3792,10
23193,Tracey,861,3601,138
23194,Mary,1585,4537,84
23195,Dustin,915,4727,141
23196,William,981,2059,48
23197,Michael,1842,1637,97
23198,Eric,1665,2974,141
23199,Eric,1631,1796,102
23200,Katherine,803,740,86
23201,Anne,1635,2743,62
23202,Scott,887,2696,116
23203,Jeffrey,1029,3134,119
23204,Barbara,1186,1835,34
23205,Jodi,1136,986,82
23206,Adam,1586,577,7
23207,Hannah,1489,4732,121
23208,Cynthia,1054,1687,97
23209,John,1607,1647,33
23210,James,826,4095,127
23211,Jeremy,1753,2492,9
23212,Kim,1043,4298,144
23213,Stephen,1898,4267,69
23214,Travis,1507,3057,102
23215,Nicholas,1942,1829,68
23216,Jessica,1191,3036,132
23217,Sherri,1071,4588,32
23218,Ronnie,1774,1135,96
23219,Alicia,1588,335,3
23220,Steven,1239,3802,108
23221,Oscar,967,1703,24
23222,Megan,870,2122,64
23223,Paul,898,4262,58
23224,Melissa,1995,4315,37
23225,James,1561,4359,135
23226,Jessica,2020,4601,71
23227,Laura,1529,2274,107
23228,Katherine,1429,3197,34
23229,Mathew,1795,1386,91
23230,Adam,1694,4798,80
23231,William,1820,439,11
23232,Lisa,1983,2240,104
23233,Jonathan,1207,2028,19
23234,Joshua,912,1463,0
23235,Michael,1701,4998,65
23236,Christopher,1492,868,103
23237,Ronald,1366,4455,6
23238,Jennifer,1599,2176,65
23239,Jessica,858,1123,85
23240,Warren,956,1068,34
23241,Patrick,885,537,52
23242,Craig,796,4961,15
23243,William,1506,1634,114
23244,Michael,1000,1637,13
23245,Jacob,1946,2102,35
23246,Brian,1979,1339,27
23247,Danielle,817,4311,89
23248,Deborah,1308,3564,131
23249,Caitlin,1580,3522,55
23250,Lauren,1372,3827,62
23251,Melanie,1105,3402,141
23252,Katrina,979,2775,9
23253,Mary,1979,3592,123
23254,Maria,1726,653,64
23255,Raymond,1308,1823,136
23256,Justin,1462,3877,136
23257,Mary,872,3732,22
23258,Jeff,1947,3173,144
23259,Tyler,1741,4636,34
23260,Tracy,1330,3319,118
23261,Todd,888,1014,67
23262,Timothy,1920,1817,93
23263,Benjamin,1861,3981,100
23264,David,1715,4740,68
23265,Kathy,1871,4591,38
23266,Brian,823,518,41
23267,Dylan,1867,1747,2
23268,Duane,1467,4242,55
23269,Andrea,1387,3714,22
23270,Michael,1998,4788,60
23271,Christopher,905,4550,18
23272,Alexandra,1415,4227,61
23273,James,1540,1845,32
23274,Derek,1454,1470,92
23275,Colleen,1529,2950,123
23276,Sara,1437,4578,23
23277,Felicia,1677,3385,144
23278,Sergio,1829,4623,45
23279,Justin,1918,1670,37
23280,Evan,1176,1816,56
23281,Ryan,1136,4995,12
23282,Mitchell,996,4932,80
23283,Christopher,1458,3385,35
23284,David,1764,1703,119
23285,Ryan,1118,4123,80
23286,Paul,951,2331,24
23287,Jacqueline,834,4550,25
23288,Rebecca,1505,231,76
23289,Timothy,1140,934,116
23290,Eric,1024,3513,99
23291,Megan,1319,2703,93
23292,Kelly,1168,404,107
23293,Kelly,1682,3775,38
23294,Monique,1927,650,53
23295,Rachel,809,3054,125
23296,Brett,1516,253,27
23297,Latoya,1804,1322,73
23298,Rose,1621,4190,26
23299,Sarah,848,3673,54
23300,Rebecca,981,1588,31
23301,Brian,1682,4346,141
23302,Kristi,1546,1929,1
23303,Terri,1837,3836,32
23304,Antonio,789,2451,98
23305,Patrick,1820,4839,39
23306,Brittany,934,3970,90
23307,Lindsay,917,2520,125
23308,Jennifer,1043,896,95
23309,Troy,986,3410,101
23310,Jody,1334,2667,131
23311,Derrick,1155,4415,16
23312,Albert,1612,357,67
23313,Duane,784,2463,122
23314,Stephanie,1659,2631,121
23315,Joseph,1147,523,91
23316,Steven,1453,7,40
23317,Stephen,1078,3380,37
23318,Erika,1500,1890,44
23319,James,820,521,24
23320,Cassandra,1968,3072,117
23321,Tony,1917,1888,39
23322,Danielle,1990,4297,43
23323,Joseph,1160,1935,23
23324,Ashley,2007,10,34
23325,Michelle,1326,3580,64
23326,Michelle,803,1949,10
23327,Connie,927,4255,109
23328,Thomas,1001,2976,32
23329,Elaine,1738,4022,141
23330,Zachary,784,4220,18
23331,Rachel,1289,1592,45
23332,Jill,1250,4340,93
23333,Brian,1588,4642,60
23334,Shawn,792,732,39
23335,Vanessa,1171,3220,5
23336,Marvin,1238,285,70
23337,Bruce,1499,1670,55
23338,Jeffrey,1082,248,94
23339,Devin,1039,303,60
23340,Paul,836,3328,120
23341,Mario,1175,1255,10
23342,Rebecca,953,2708,113
23343,Sandra,1144,3146,76
23344,Jennifer,785,3708,98
23345,Jeffrey,1210,3412,36
23346,Vincent,1252,1170,70
23347,Cynthia,2005,2201,93
23348,Melissa,1618,2220,111
23349,Donald,1318,654,24
23350,Peter,1827,3988,140
23351,Brian,1644,2520,90
23352,Christopher,1449,4187,39
23353,James,1433,1080,124
23354,Robert,1600,3953,56
23355,Robert,1001,223,108
23356,Desiree,985,3757,101
23357,Lisa,1975,3563,120
23358,Lisa,1086,777,81
23359,Judy,1998,2170,78
23360,Shannon,1289,1022,88
23361,Chris,1519,1033,78
23362,Kenneth,1414,4925,111
23363,Seth,1984,4161,10
23364,Courtney,1480,2072,71
23365,Vincent,1422,2779,48
23366,Shawn,1227,3751,38
23367,Lee,876,3286,137
23368,Debbie,1841,4971,136
23369,Nicholas,1057,1092,22
23370,Brian,1218,2254,32
23371,Stephanie,1834,705,41
23372,Peter,1788,2340,86
23373,Elizabeth,1502,3229,75
23374,Brandon,1740,4702,77
23375,Ryan,1468,270,117
23376,Kevin,970,4038,101
23377,Ethan,1291,449,47
23378,Tammy,1306,4445,3
23379,Amber,1623,2574,0
23380,William,1212,2314,104
23381,Jason,1233,371,49
23382,Daisy,1962,1932,21
23383,William,1106,2481,143
23384,Sarah,1219,2756,121
23385,Sarah,1276,4893,118
23386,Edwin,924,3544,78
23387,Thomas,1998,3271,116
23388,David,1947,372,140
23389,Erica,1882,4463,85
23390,Tamara,1073,4308,109
23391,Michael,1753,3717,117
23392,Brian,1268,1939,135
23393,Joshua,806,2351,106
23394,Christina,1512,2744,127
23395,Daniel,1580,2418,20
23396,Jesse,1223,1238,3
23397,Anthony,1412,1256,14
23398,Michael,1750,4927,16
23399,Allen,1643,4811,108
23400,Mark,1313,3807,124
23401,Christopher,1412,2756,38
23402,Lauren,1517,2969,14
23403,David,1968,1992,54
23404,Deborah,1473,1546,96
23405,Sara,1359,669,84
23406,Michael,1509,4110,105
23407,Haley,1033,3727,118
23408,Lisa,1985,1902,14
23409,Natalie,1051,2838,111
23410,Jennifer,1278,220,46
23411,Allen,1475,582,58
23412,Karen,1419,3676,1
23413,Gary,1535,3944,47
23414,Brandon,1343,3876,19
23415,Sarah,1278,2977,129
23416,Don,1185,3060,100
23417,Kenneth,1664,986,98
23418,Krista,1280,1335,4
23419,Laura,983,3890,35
23420,Deanna,790,2576,70
23421,Laura,768,2253,90
23422,Cindy,1220,4239,29
23423,Lisa,1418,3785,134
23424,Eileen,978,2789,95
23425,Sarah,1379,802,80
23426,Selena,1617,255,5
23427,Tony,1622,891,98
23428,Daniel,1736,445,65
23429,Michael,1003,1987,55
23430,Wanda,869,376,54
23431,Tony,815,348,58
23432,Barbara,1589,4596,116
23433,Zachary,1053,4646,95
23434,Daniel,1477,4446,47
23435,Jimmy,1925,1850,144
23436,Elizabeth,1719,1987,55
23437,James,1053,245,3
23438,Adam,1809,3737,127
23439,Jessica,1090,472,91
23440,Robert,1709,2703,32
23441,Sara,1774,3592,73
23442,Alec,1342,1799,107
23443,Earl,1167,2267,86
23444,Janet,1443,3940,116
23445,Cindy,1232,2260,79
23446,Mark,2006,3218,14
23447,Jamie,1201,3422,84
23448,April,1245,3100,116
23449,Ariel,1735,4908,77
23450,John,1634,4385,133
23451,Tonya,1971,3697,79
23452,Joseph,1399,3390,40
23453,John,1025,1506,97
23454,Rose,1972,669,90
23455,Greg,1131,1338,42
23456,Jamie,1233,1927,0
23457,Felicia,1363,3862,137
23458,Travis,1261,1519,43
23459,Nancy,1359,4274,20
23460,Michael,1532,751,55
23461,Stephanie,1459,2409,123
23462,Sherry,1554,552,31
23463,Gregory,1553,909,134
23464,William,1947,4544,112
23465,Adam,1215,3777,50
23466,John,1608,1,57
23467,Craig,1759,1683,139
23468,Laura,1321,1749,142
23469,Shawn,2023,1124,14
23470,Andrew,1233,3020,56
23471,Madeline,913,249,118
23472,Pamela,1942,4264,142
23473,Juan,1829,1702,117
23474,Anthony,928,1379,11
23475,Jodi,920,1457,136
23476,Allen,1772,2313,67
23477,Cynthia,1034,1626,43
23478,Bailey,1596,189,83
23479,Nicole,1212,892,49
23480,Hannah,1253,3546,21
23481,Joshua,1746,780,87
23482,Michelle,1793,2612,117
23483,Christine,946,651,126
23484,Carlos,1366,2090,13
23485,Jasmine,1559,4105,133
23486,Stacey,1521,4073,144
23487,Kristin,1925,4179,124
23488,Christine,1921,1047,93
23489,Christina,1198,3760,111
23490,Erica,890,758,46
23491,Ashley,1502,4920,57
23492,Joshua,1881,2175,79
23493,Jeremy,1851,116,137
23494,John,1110,1056,142
23495,Patricia,964,4754,123
23496,Reginald,1540,2621,63
23497,Monica,917,367,125
23498,Christine,1298,682,11
23499,Melvin,1559,970,80
23500,Jean,1584,4258,102
23501,Gary,1977,2383,143
23502,Kevin,1952,3264,29
23503,Lynn,1602,4364,44
23504,James,2004,4377,28
23505,Damon,1876,4387,121
23506,Shawn,1878,4528,142
23507,Victoria,823,1839,16
23508,Shane,1694,727,25
23509,Amanda,1084,1283,5
23510,Robert,1989,1540,139
23511,Victoria,1842,2396,14
23512,Kari,889,1862,87
23513,Tara,925,4466,14
23514,Mary,1511,3219,62
23515,Grant,1503,4610,28
23516,Alicia,1830,1849,4
23517,Jeffrey,1979,2750,64
23518,Wayne,934,2213,70
23519,Mike,1268,2369,71
23520,Mark,1194,1926,62
23521,Amanda,1280,2364,69
23522,Christopher,820,4140,43
23523,Mary,1143,2059,40
23524,Jennifer,1896,4833,3
23525,Ian,804,1581,118
23526,Jamie,1189,2344,55
23527,Andrew,1902,4569,113
23528,John,772,319,71
23529,Barbara,1306,1915,115
23530,Debra,1305,126,120
23531,Amanda,772,2125,66
23532,Deborah,1252,3764,81
23533,Richard,1231,4266,48
23534,Kevin,1986,4954,107
23535,Lawrence,1176,3377,76
23536,Lee,1403,102,14
23537,Sheri,1828,2225,71
23538,Vanessa,1401,603,111
23539,Kevin,1813,176,71
23540,Chad,1042,4045,86
23541,Christina,1313,4620,108
23542,Jennifer,1297,3365,70
23543,Drew,843,3054,33
23544,Robyn,853,1034,120
23545,Cindy,1783,1577,110
23546,Steven,900,2440,74
23547,Karen,1722,3722,59
23548,Patricia,1136,4090,17
23549,Natalie,916,318,136
23550,Anthony,821,3198,75
23551,Martin,1701,2621,74
23552,Jonathon,1375,761,78
23553,Jessica,1924,3993,129
23554,Kevin,1551,2138,85
23555,Hannah,1123,4219,65
23556,Joshua,907,2420,13
23557,Laurie,1958,2209,56
23558,Craig,1872,2330,14
23559,Michelle,1182,575,136
23560,Katherine,1570,3621,29
23561,William,1914,1273,128
23562,Leslie,1047,2736,7
23563,Anna,1994,2906,55
23564,Evan,1894,3300,105
23565,Cheryl,913,4998,51
23566,Jesse,1476,2953,9
23567,Taylor,1535,1766,47
23568,Nathaniel,1908,2148,0
23569,Anthony,1858,3875,142
23570,Kimberly,908,1698,3
23571,Carolyn,1056,201,5
23572,Paige,1875,1024,22
